1,518.00,418.00
1,654.00,453.00
1,597.00,163.00
1,34.00,257.00
1,691.00,64.50
1,350.00,730.00
2,605.53,568.26
1,305.00,598.00
1,621.00,423.00
1,424.00,123.00
2,304.78,99.33
1,698.00,723.50
2,120.56,571.56
2,398.50,615.50
1,127.00,444.50
2,640.90,149.10
1,211.00,42.00
1,50.00,748.00
1,519.00,424.50
1,548.50,20.50
1,497.50,468.50
2,287.60,724.80
1,175.00,369.00
1,606.50,637.00
1,471.50,53.50
2,475.18,296.00
2,607.21,698.85
1,209.50,4.00
1,43.00,139.00
1,213.00,479.00
1,675.00,612.00
1,203.00,142.00
1,62.00,52.00
1,180.00,510.00
2,240.06,499.81
2,596.00,682.40
1,718.00,206.00
1,21.00,773.00
1,167.00,351.00
2,165.62,190.10
1,443.00,246.00
2,354.00,187.14
1,267.00,46.00
1,624.50,44.50
1,417.00,580.00
1,475.57,6.14
1,452.00,445.00
1,597.00,284.00
2,309.50,290.50
1,50.00,773.00
1,99.00,172.00
1,546.00,387.00
2,710.22,510.60
1,288.00,341.00
2,101.18,284.29
2,352.28,534.87
1,648.00,776.00
1,704.00,343.50
1,569.00,794.00
1,708.00,524.00
1,242.00,257.00
1,353.00,709.00
1,23.50,374.50
1,301.50,37.00
2,468.15,281.47
2,594.72,629.17
2,35.71,646.53
1,267.50,519.50
1,617.00,462.00
2,381.18,42.67
1,241.00,598.00
1,697.00,677.00
1,351.00,657.00
1,593.00,32.00
2,796.04,182.96
1,698.50,517.50
2,297.66,217.76
2,685.56,20.11
1,628.00,154.00
1,748.00,514.00
2,418.00,408.00
1,167.00,385.00
1,617.50,284.50
1,750.50,186.50
1,203.00,10.50
1,204.00,83.00
1,254.00,5.00
1,50.00,17.00
1,33.00,489.00
1,761.50,689.00
1,763.39,64.61
1,757.00,402.00
1,637.00,695.00
1,459.00,253.00
1,574.50,100.50
1,581.50,490.00
1,403.50,258.50
1,230.50,281.50
1,563.00,378.00
2,783.16,137.19
1,218.00,27.00
1,365.50,431.50
2,378.97,11.04
1,290.00,540.00
1,142.00,542.00
1,798.00,398.00
2,304.33,405.50
1,35.00,625.00
2,659.73,469.18
2,367.50,280.50
1,423.00,457.00
2,534.12,782.12
1,522.00,103.00
1,595.50,379.00
1,331.00,109.00
2,559.38,431.31
2,386.15,790.90
1,133.00,764.00
1,299.50,54.50
1,408.00,338.00
1,795.00,485.00
2,615.85,636.08
1,31.00,323.50
2,219.00,129.00
1,36.50,753.50
1,389.00,434.00
2,393.74,303.05
1,5.00,744.00
1,358.00,334.00
2,466.19,663.98
1,454.00,570.00
1,292.00,3.00
1,1.00,141.00
1,738.00,390.00
2,258.44,97.09
1,341.00,71.50
1,3.00,56.00
1,411.00,34.00
1,14.00,64.00
1,348.00,746.00
1,714.00,408.50
1,298.65,669.58
2,284.59,673.23
2,389.74,191.44
1,327.00,456.00
1,456.00,623.00
1,261.00,585.00
1,109.00,645.00
2,415.69,233.15
1,10.00,569.00
1,681.00,578.50
1,255.50,34.00
2,11.50,364.50
2,574.54,358.38
2,578.17,572.62
1,199.00,508.00
1,370.00,189.00
1,713.00,284.00
1,263.72,384.17
1,67.00,766.00
1,391.00,635.00
1,775.64,647.93
1,463.00,761.00
1,561.00,720.00
1,501.00,504.00
1,332.30,341.30
2,607.43,269.56
1,108.00,214.00
1,349.00,338.00
1,492.62,51.62
1,115.50,603.50
1,472.50,547.50
2,563.50,64.75
1,91.50,603.00
2,459.76,38.42
1,629.00,708.00
1,447.00,724.50
2,563.67,578.15
1,574.00,193.00
2,702.00,35.00
1,628.00,93.00
2,757.87,626.41
2,460.50,627.83
2,482.50,651.62
1,763.00,335.00
2,755.00,289.88
1,297.00,522.00
1,264.00,192.00
1,180.00,701.00
2,291.16,431.27
1,558.50,21.50
1,425.50,688.00
1,749.00,685.00
1,53.00,330.00
1,555.00,634.00
1,794.00,351.00
1,319.00,533.00
1,410.00,485.00
2,447.30,298.30
2,586.78,114.48
1,119.50,703.50
1,129.50,158.00
1,564.00,585.50
1,373.00,106.00
1,309.90,755.90
2,109.05,146.97
1,507.50,209.00
1,284.00,512.50
1,333.50,40.50
1,212.00,787.00
1,386.50,243.00
2,757.01,776.34
2,690.74,543.14
2,163.93,489.07
2,570.12,242.75
2,545.94,346.66
2,750.85,385.38
2,270.50,645.70
1,142.00,606.00
1,127.50,613.50
1,91.00,217.00
2,679.19,780.75
2,503.22,662.66
1,600.00,76.00
1,152.50,675.00
2,389.12,123.00
1,709.00,187.00
2,634.00,186.75
1,637.00,258.00
2,268.40,292.00
2,565.11,454.11
1,430.00,43.00
1,531.00,305.00
1,185.00,87.00
1,385.00,325.50
1,771.00,408.50
1,311.00,657.00
2,654.60,66.47
1,483.50,460.00
1,675.00,510.00
1,115.00,302.00
2,168.50,564.50
1,768.00,418.00
1,291.00,152.00
1,694.50,440.50
1,222.50,224.50
1,201.00,102.00
2,377.06,142.60
2,83.94,578.28
1,269.50,425.50
1,524.00,720.00
1,432.00,375.00
2,478.67,610.00
1,643.00,291.00
2,403.00,715.07
1,478.00,26.00
1,513.00,469.00
1,31.00,683.00
1,89.00,766.00
1,416.00,151.00
1,754.00,744.00
1,15.00,43.00
2,379.22,715.43
1,557.50,690.50
1,428.50,323.50
2,740.17,177.83
2,374.60,778.59
1,727.00,284.00
1,639.00,262.00
1,36.00,635.00
2,286.09,698.12
1,2.00,204.00
1,179.50,723.50
1,310.00,555.00
1,726.00,800.00
2,57.85,581.99
1,156.00,316.00
2,719.90,472.62
1,304.00,437.00
1,496.00,7.00
1,611.00,556.00
1,613.00,687.50
1,330.00,537.00
1,391.00,441.50
2,625.73,721.55
1,338.50,219.50
2,777.58,400.18
1,749.00,584.17
2,534.72,261.74
2,190.50,486.64
1,210.50,369.00
2,771.35,731.88
1,753.00,471.00
1,617.00,593.50
2,296.83,496.52
1,569.00,331.00
2,690.10,705.00
1,717.00,44.00
1,566.00,502.00
2,50.02,794.73
2,77.15,58.10
1,312.00,541.00
1,470.00,577.00
1,331.00,550.00
1,746.50,89.50
2,320.70,394.95
1,421.00,595.00
2,51.00,105.50
1,295.00,442.00
1,176.00,549.00
1,249.00,199.00
2,357.59,451.41
1,213.00,265.00
2,554.86,247.74
1,49.59,679.32
1,601.00,477.00
1,740.00,125.00
1,289.00,550.00
2,276.73,512.43
1,338.00,481.00
1,574.00,170.00
1,643.00,86.00
2,358.14,687.65
1,566.50,526.00
1,630.00,697.00
1,548.00,772.00
1,272.00,733.00
2,769.39,109.39
2,748.33,656.67
1,409.00,362.00
2,204.00,744.33
1,160.50,772.50
2,431.04,69.97
1,783.00,226.00
1,724.50,561.50
1,222.00,351.00
2,729.29,218.86
2,712.55,340.94
2,128.68,416.32
2,624.62,281.50
1,796.00,45.00
1,65.00,164.00
1,597.00,307.00
1,388.00,704.00
2,634.14,551.45
1,383.00,65.00
2,333.80,11.50
2,640.01,241.35
1,345.50,606.50
1,462.00,794.00
2,491.36,443.82
2,138.50,46.50
1,350.50,793.00
1,411.50,221.50
1,539.50,184.50
1,408.00,412.50
1,691.00,629.00
2,481.30,41.70
2,313.59,328.23
2,152.73,139.45
2,180.50,294.00
1,530.00,750.50
1,474.00,203.00
2,230.61,142.39
1,272.00,80.00
1,279.00,239.00
1,707.50,748.50
2,193.64,55.79
1,26.00,416.00
1,531.83,589.83
1,322.00,434.50
1,142.00,795.00
2,605.00,662.17
1,144.00,232.00
1,439.00,76.00
1,711.00,791.00
2,704.56,478.59
1,16.00,770.00
1,760.00,170.50
1,342.00,291.00
1,474.00,358.00
1,520.00,395.00
1,458.00,229.50
1,174.50,375.00
1,368.00,688.00
2,250.66,512.34
2,270.00,103.55
1,412.00,496.00
1,682.00,528.00
1,633.00,405.00
1,624.00,621.00
2,238.25,725.61
2,639.19,529.02
1,778.00,262.00
1,752.00,708.00
1,504.00,263.00
1,277.00,615.00
1,415.00,41.00
1,235.00,55.00
1,194.62,631.00
1,703.50,229.50
1,355.15,176.41
1,346.00,638.00
2,368.71,754.00
1,363.00,400.00
1,260.00,26.00
1,651.00,303.00
2,524.18,582.87
1,179.00,393.00
1,266.00,85.00
2,778.41,25.59
1,370.00,423.00
1,22.00,714.00
2,483.24,553.34
2,605.70,430.70
2,485.71,704.00
1,96.00,75.00
1,733.00,749.00
2,62.10,448.92
1,637.00,723.00
2,653.76,218.41
1,790.50,631.50
1,142.00,422.00
1,425.00,610.00
1,332.00,360.50
1,571.00,412.00
1,738.00,41.00
1,69.00,789.50
1,50.00,606.00
2,549.88,332.88
1,119.00,400.00
2,487.75,153.50
1,785.00,38.00
1,173.50,794.00
1,540.00,466.00
1,309.00,701.00
1,373.00,439.00
2,448.42,162.84
1,700.00,560.00
1,421.00,737.00
1,461.00,710.00
1,359.00,666.00
1,404.00,296.00
1,391.00,290.00
2,608.60,324.40
1,711.50,759.50
1,721.00,549.00
1,405.00,645.00
1,87.00,687.00
1,325.00,761.00
1,776.00,677.50
1,336.00,150.50
1,514.00,734.00
2,559.47,658.40
1,293.50,749.50
1,489.94,545.31
1,223.00,64.00
2,87.65,370.12
2,558.00,213.00
1,397.00,526.00
2,736.96,435.96
1,87.00,88.00
1,131.50,728.00
1,242.00,753.00
1,199.00,348.00
1,194.00,276.00
1,632.00,331.00
1,275.39,692.39
1,334.00,27.00
2,98.50,468.50
1,24.57,330.71
2,93.28,669.72
2,339.81,233.64
2,54.27,507.51
1,341.00,364.00
2,682.61,402.25
1,213.00,453.00
1,92.00,264.00
1,325.00,33.17
2,141.24,321.15
2,602.28,513.20
1,321.00,320.00
1,661.00,259.00
1,160.00,393.00
1,417.00,365.00
2,679.50,755.50
1,135.00,240.50
2,225.63,701.21
1,608.00,588.00
1,732.00,587.00
1,550.00,203.00
2,488.81,198.19
1,555.00,142.00
1,183.50,397.50
1,673.00,59.00
1,746.00,777.00
1,320.89,452.37
1,639.00,623.00
1,774.00,660.00
1,202.00,216.00
1,107.00,57.00
1,165.00,85.00
1,202.00,473.50
1,725.50,17.00
1,4.00,226.00
1,336.50,439.00
1,340.00,386.00
1,724.00,607.00
2,265.50,126.00
1,277.50,625.00
1,739.00,516.00
2,454.38,263.81
2,653.33,382.33
2,70.27,346.45
1,601.00,5.00
2,655.90,427.62
1,260.00,777.00
1,780.50,696.50
2,350.16,317.93
1,201.00,616.00
2,168.44,133.28
1,215.00,76.00
2,377.50,88.50
1,58.00,327.00
2,718.48,195.71
1,522.00,403.00
2,704.17,587.67
2,172.19,220.80
2,587.08,244.20
1,135.00,629.00
2,580.50,183.50
2,497.81,352.60
1,250.00,449.00
2,207.67,497.50
2,40.00,300.60
2,251.23,698.28
1,513.00,26.00
1,154.50,735.50
1,155.00,553.00
2,666.95,589.98
1,96.50,521.50
1,479.00,251.00
1,298.50,95.50
1,187.00,747.00
1,117.00,390.00
1,17.27,555.19
2,222.62,380.27
1,125.00,70.00
1,227.00,575.00
2,259.25,555.52
2,448.48,609.22
1,651.00,786.00
1,180.00,123.00
2,100.51,488.65
1,453.50,527.00
1,358.00,757.00
1,589.00,91.00
1,446.00,792.00
1,132.00,365.00
1,548.00,629.00
2,499.21,380.36
2,549.20,106.80
1,440.00,151.00
2,330.03,383.11
2,510.74,709.23
1,593.00,56.00
1,21.00,489.00
2,387.67,235.85
1,694.00,48.00
1,82.50,98.50
1,451.00,483.00
2,709.08,463.00
2,757.66,201.74
1,145.50,664.00
2,430.66,496.46
2,695.55,76.07
1,4.00,87.00
1,184.00,525.00
1,491.00,602.00
2,644.56,53.88
1,700.00,537.00
1,24.00,89.00
1,348.00,212.00
1,660.00,704.00
2,461.46,407.86
2,78.62,586.50
1,522.00,616.00
1,610.67,55.00
1,678.00,564.50
2,251.54,214.77
1,366.00,492.00
1,43.00,311.00
1,491.50,393.00
1,558.00,612.00
1,236.00,742.00
1,791.00,570.00
2,721.63,433.24
2,574.95,745.95
1,86.00,328.00
1,514.00,580.00
2,274.00,311.00
1,686.00,204.00
2,769.27,707.69
2,163.92,407.02
1,14.50,685.00
1,580.00,793.00
1,221.00,9.00
1,382.50,670.00
1,464.50,688.00
2,75.70,430.50
1,4.00,769.00
1,201.50,39.00
1,317.83,505.94
1,463.50,512.50
1,124.50,382.00
1,125.00,682.00
1,369.50,125.50
1,322.00,614.00
2,234.54,358.43
1,29.50,361.00
1,124.00,637.00
1,576.00,1.00
2,6.62,158.00
1,782.00,582.00
2,703.88,641.73
1,43.00,334.00
2,37.00,373.94
2,90.82,62.45
1,427.50,168.50
1,71.00,316.00
2,368.50,792.50
2,120.83,169.06
2,725.75,617.50
1,502.00,15.00
1,421.00,26.00
1,29.50,287.00
2,427.90,555.50
2,794.50,209.00
1,73.00,614.00
1,501.82,597.61
1,500.00,236.00
2,559.64,306.07
2,16.09,247.62
1,103.00,202.50
1,548.00,58.00
1,531.00,675.00
1,521.00,483.00
2,69.09,220.30
2,314.12,670.88
1,121.00,279.00
2,496.73,219.00
1,226.00,177.00
1,351.00,244.50
1,456.00,517.00
1,694.50,372.50
1,232.00,774.00
1,539.00,180.00
1,557.00,535.00
1,248.00,562.00
2,292.32,771.50
1,248.00,307.00
1,24.00,298.00
1,172.50,231.00
2,399.26,385.03
1,117.00,607.00
1,606.00,714.00
1,710.00,438.00
2,68.58,257.58
1,723.00,360.00
1,714.00,77.00
1,529.50,61.00
1,738.50,282.00
1,127.14,481.68
2,265.12,166.00
1,236.00,710.00
1,412.50,345.50
2,472.47,392.65
1,8.50,374.50
1,772.50,549.00
1,755.00,426.00
1,518.50,540.50
1,541.50,409.50
2,135.86,18.00
1,93.50,131.50
1,360.50,198.50
2,227.50,677.61
1,276.00,94.50
1,436.00,265.50
1,353.00,428.00
2,647.41,20.19
1,534.00,549.00
1,261.00,714.00
1,800.00,653.00
1,282.00,788.00
1,543.50,793.00
1,415.00,508.00
2,212.46,324.80
1,450.00,700.00
2,430.31,587.74
1,709.50,129.50
2,660.26,360.13
1,723.00,383.00
2,9.06,98.79
1,500.00,794.00
2,176.83,463.35
1,17.00,343.00
1,587.00,396.50
2,372.81,408.43
1,106.00,15.00
1,196.00,375.00
2,681.32,293.05
1,396.00,46.00
2,332.56,55.56
2,737.65,362.26
1,461.00,151.50
2,723.17,758.39
1,394.00,510.00
1,488.50,343.00
1,175.50,622.50
1,684.00,436.00
2,418.20,768.43
1,740.00,727.00
1,20.00,359.50
1,56.00,277.00
1,795.00,149.00
1,770.00,51.00
1,621.37,384.11
2,249.63,581.50
1,188.50,322.50
1,409.00,4.00
1,71.00,198.00
1,439.00,54.00
1,545.00,743.00
2,301.40,794.14
1,545.00,486.00
1,447.00,757.00
1,377.00,538.50
1,92.50,136.50
1,706.50,139.50
1,593.00,509.00
1,24.50,608.50
1,180.00,105.00
1,586.00,353.50
1,189.00,787.00
1,153.00,353.00
2,764.62,498.91
1,596.50,609.00
1,376.50,470.50
2,733.00,655.25
1,408.50,117.75
1,87.00,339.00
2,578.06,656.83
1,120.00,128.00
1,741.00,164.00
1,182.00,28.00
2,12.58,310.50
2,461.72,218.72
1,761.00,350.00
2,289.15,33.56
1,372.00,341.00
2,335.14,738.86
1,61.00,210.00
1,532.00,86.50
1,610.00,204.00
2,39.44,435.00
1,630.00,601.00
2,590.00,634.00
1,494.50,705.50
2,6.90,635.90
2,732.21,478.21
1,525.00,514.00
1,55.50,23.00
2,159.70,426.90
1,93.00,312.00
1,331.90,283.10
1,240.00,513.00
2,179.59,248.55
1,397.00,573.00
2,71.27,462.96
1,105.00,437.00
1,85.00,415.00
1,4.00,137.00
1,474.00,193.00
1,80.50,776.00
1,749.00,332.50
2,391.70,770.70
1,597.00,210.00
1,324.50,296.50
2,413.70,309.67
1,583.50,637.50
1,293.00,612.00
2,501.83,447.60
1,60.50,522.50
1,163.00,31.00
1,526.00,258.00
1,202.00,272.00
1,16.00,266.00
2,604.46,388.16
1,609.00,234.00
1,470.00,70.00
1,721.00,774.00
1,555.00,318.00
1,2.00,752.00
1,237.00,483.00
2,625.26,488.09
1,113.50,790.00
1,12.50,498.00
1,550.00,548.00
1,308.00,649.00
1,529.50,791.50
1,542.00,661.00
1,653.94,440.54
1,76.00,530.00
1,168.00,182.00
1,723.50,226.00
2,401.80,594.81
2,639.90,385.50
1,539.00,368.00
1,68.00,81.00
1,576.00,526.00
1,678.00,343.00
1,159.00,339.00
1,293.00,557.00
2,532.00,444.50
1,118.00,768.00
1,154.00,661.00
1,28.00,439.00
1,497.00,584.00
1,598.50,426.00
1,795.00,727.50
1,722.00,161.00
1,109.00,380.50
2,748.50,607.50
1,688.00,111.50
2,622.58,78.81
1,351.50,411.50
1,663.72,438.83
1,406.50,529.50
1,512.00,199.00
1,424.50,351.10
1,181.00,617.00
1,466.00,799.00
2,67.30,303.10
2,230.48,234.25
2,441.00,575.00
1,466.00,715.00
2,538.17,331.28
1,419.50,574.00
1,668.50,294.00
1,762.00,535.00
2,244.47,391.65
1,786.50,176.00
1,615.00,349.00
2,143.63,306.85
1,290.80,577.28
2,749.62,492.25
1,327.50,750.00
1,713.00,420.00
2,188.50,443.00
1,772.00,598.00
1,443.00,448.00
1,775.00,277.00
2,488.90,690.70
1,188.00,426.50
1,285.00,744.00
1,240.50,174.00
2,47.50,354.50
2,266.01,751.05
2,216.56,566.11
1,270.00,776.00
1,772.37,38.89
1,641.00,758.00
1,480.00,743.00
1,648.00,355.00
1,453.50,546.50
2,214.99,532.15
1,581.00,301.00
1,747.00,392.75
1,411.50,755.50
2,190.36,773.79
1,784.00,437.00
1,595.00,720.00
1,27.00,684.50
1,394.50,95.50
2,415.63,468.53
1,108.00,135.00
1,291.00,357.00
1,261.00,595.67
1,666.50,664.00
1,163.00,782.50
1,272.50,26.50
1,209.00,521.00
1,585.00,401.50
2,722.21,594.93
1,667.00,289.00
1,12.00,286.00
1,307.00,152.00
2,438.07,41.93
1,160.50,543.50
1,254.00,407.00
1,36.00,81.50
1,304.00,397.00
1,439.00,711.00
1,29.00,26.00
1,780.50,736.50
1,63.00,298.00
1,371.62,295.78
1,680.00,417.00
2,110.23,581.23
1,289.00,278.00
2,607.12,405.31
1,562.00,11.00
1,360.00,273.00
1,341.50,37.00
2,147.04,247.36
1,619.00,477.00
2,387.53,341.35
2,642.30,571.06
1,406.00,126.00
1,584.00,96.00
1,402.00,422.00
1,638.50,214.00
1,371.00,233.00
1,670.00,526.00
1,220.00,739.00
2,15.56,237.23
1,54.00,615.00
2,157.50,576.50
1,691.00,453.00
1,607.00,506.00
1,3.50,558.00
2,745.50,8.50
1,402.00,786.00
1,551.00,128.00
2,36.50,203.50
1,231.00,50.00
1,126.00,516.00
2,535.41,232.50
1,408.64,135.21
1,565.00,551.00
1,281.50,704.50
1,216.50,506.50
1,767.00,94.00
2,755.78,440.92
1,374.00,327.00
1,506.00,258.00
1,505.00,746.00
1,419.00,137.00
1,546.00,276.00
1,411.00,723.50
2,284.33,588.50
1,366.00,456.00
1,202.50,593.50
2,408.90,548.70
1,345.00,800.00
1,73.00,23.00
1,400.00,567.00
1,58.00,697.00
1,301.50,683.50
2,64.38,638.50
1,596.00,468.00
2,483.50,166.50
1,519.00,353.00
2,622.94,528.30
1,791.00,285.00
1,439.00,520.00
2,68.23,720.18
1,659.28,489.28
1,385.50,55.00
1,651.00,796.00
1,370.00,73.00
2,305.18,342.56
1,643.00,618.00
1,582.00,446.00
1,631.00,789.00
1,580.00,139.00
1,2.00,692.00
1,381.00,653.00
1,624.00,181.00
2,772.33,230.67
2,182.07,536.36
1,448.00,397.00
1,370.00,390.00
2,596.83,739.50
1,389.00,575.00
1,373.00,563.00
2,742.77,296.06
1,214.00,627.00
1,695.00,226.00
1,538.00,654.00
1,185.61,591.39
2,192.50,568.61
1,352.00,230.50
1,785.00,587.00
1,332.00,721.00
1,507.00,238.00
1,670.50,761.00
1,671.00,791.00
2,510.08,596.71
2,169.51,500.12
1,649.00,552.00
1,379.00,262.50
1,588.50,291.00
2,79.00,787.50
1,46.30,631.30
1,11.00,396.00
1,505.50,144.00
1,146.00,453.00
2,207.00,441.00
1,424.50,645.00
2,348.25,586.00
1,213.00,732.00
1,718.00,706.00
2,108.41,454.59
1,763.50,712.00
1,617.50,226.50
1,431.00,267.00
1,680.00,29.00
1,194.00,357.00
2,685.29,6.99
1,393.00,762.00
2,330.12,426.12
2,349.71,769.00
1,492.00,30.00
1,360.00,589.50
1,163.00,168.00
2,429.19,694.62
2,43.23,230.77
1,420.00,798.00
1,166.00,651.00
2,444.17,15.00
2,738.17,349.50
2,589.79,332.24
1,774.00,575.00
1,547.00,166.00
1,509.00,282.00
1,705.00,678.00
1,403.00,458.00
2,653.14,636.07
1,715.75,490.25
1,613.17,97.00
2,508.50,523.50
1,674.00,249.00
1,7.00,582.00
1,748.00,116.00
2,96.00,17.89
1,492.00,117.00
1,270.00,60.00
1,532.00,561.00
1,283.00,370.00
2,521.17,274.11
1,36.00,95.00
1,237.00,787.00
2,73.62,11.50
1,478.00,593.00
2,219.79,103.79
1,21.00,471.00
2,757.43,572.23
1,426.50,761.50
1,58.00,160.00
2,255.22,348.48
2,490.64,757.12
1,159.00,453.00
1,387.00,558.00
1,441.80,273.54
